lambda,mu,avg_waiting_time,avg_response_time,utilization,std_waiting_time,std_response_time
0.1,1.0,0.054741827590230115,0.9409164955607686,0.9163452738947642,0.0008041834286799981,0.0016351394497809927
0.15000000000000002,1.0,0.08628944926273657,0.972376210238202,0.8782814955560438,0.0011021657032129599,0.0018388779621422058
0.20000000000000004,1.0,0.1212909991975496,1.0073333387112038,0.8426875955671969,0.0014048276608328637,0.002107073406329567
0.25000000000000006,1.0,0.16036246668706383,1.0464147020138652,0.8095338525444502,0.0020409779837696693,0.0026303708833184353
0.30000000000000004,1.0,0.2043106058582445,1.0904320317396576,0.7787740046910676,0.002418292612955384,0.0030962008750386565
0.3500000000000001,1.0,0.2534873987734851,1.139575021715337,0.750416970005158,0.0031056091074338813,0.0038654588479740495
0.40000000000000013,1.0,0.3096096251208923,1.195726895234528,0.7243972960978314,0.0035304951450595345,0.004145696112085917
0.45000000000000007,1.0,0.37440415919970155,1.2606504378535572,0.7005923891493678,0.004607668742029429,0.0052302203582382375
0.5000000000000001,1.0,0.4494536204450734,1.335699112950878,0.6791769409768764,0.005299367047994441,0.005846404479384517
0.5500000000000002,1.0,0.5376538629865961,1.4239999058787478,0.6598644916838061,0.006890447218374345,0.007494273447811998
0.6000000000000002,1.0,0.6414353104799387,1.5276773958347665,0.6429996913546812,0.008181929303988828,0.00860614638005772
0.6500000000000001,1.0,0.7661077348917951,1.652234577932448,0.6280916555694354,0.011835499784198735,0.012502327040817175
0.7000000000000002,1.0,0.9211264860948802,1.8071683187655299,0.6153507390019645,0.014589181205224764,0.015185185274897622
0.7500000000000002,1.0,1.117445916591103,2.003585775580863,0.6045830599188907,0.02114680692260727,0.021671585727798065
0.8000000000000002,1.0,1.373871484055671,2.260058966662155,0.5957963452121464,0.029155012787234175,0.029918767621529677
0.8500000000000002,1.0,1.7245654475746968,2.610793758711776,0.5889340084755561,0.03743669140411659,0.038006970622076974
0.9000000000000002,1.0,2.2270727088705047,3.113081092428378,0.5839475922585445,0.058477977756460096,0.05899594888947543
