lambda,mu,avg_waiting_time_sim,avg_response_time_sim,utilization_sim,std_waiting_time,std_response_time,utilization_theory,avg_waiting_time_theory,avg_response_time_theory,error_response_time,error_waiting_time
0.1,1.0,0.1108000697482718,1.1113211659828632,0.1000744836669551,0.0005774160522238,0.0014659960498441,0.1,0.11111111111111112,1.1111111111111112,0.0002100548717520745,0.00031104136283931216
